2891,903
3867,271
1884,890
943,224
2895,661
3,36
1881,453
2594,852
1915,767
948,783
949,532
1886,160
8,501
2902,1081
1592,419
952,178
953,789
1890,249
3048,285
957,790
959,846
2910,518
962,1077
1894,456
1554,169
2914,517
964,22
3858,882
1898,108
968,167
17,157
2919,521
971,25
2921,1117
2571,776
973,20
20,192
1908,599
1910,341
1911,555
978,1109
45,823
2933,750
1916,480
1917,298
705,1040
31,621
1918,769
36,458
989,818
3734,905
2941,337
39,609
993,842
2943,948
2945,234
1932,595
1933,1063
312,476
2948,554
1259,459
995,183
1936,807
1717,85
49,845
2951,213
50,277
2954,165
1135,28
2956,163
2957,1018
2959,258
2735,420
54,98
1940,363
1011,1116
828,392
1013,567
1946,130
300,912
153,380
1892,37
65,102
2973,259
2578,399
1018,831
1955,14
67,642
1959,718
1023,1113
2432,263
71,582
1027,781
3728,261
1967,293
609,200
1030,977
2068,39
1971,1036
76,580
1033,990
1034,538
1733,283
1973,737
1978,369
1976,142
796,865
2994,499
2548,414
1040,639
2154,738
86,127
3000,515
1046,324
1986,314
2703,208
1048,814
3003,478
1049,1102
1050,327
93,744
1052,326
1812,745
444,687
3010,794
2804,289
1996,704
3866,451
1057,899
2000,806
1058,1101
2589,398
2004,703
2032,433
3079,699
1063,1100
765,236
3015,101
3080,702
1065,649
2866,471
230,707
2904,158
2014,3
900,943
2992,935
2167,524
2018,633
2020,632
114,1066
498,260
2026,373
119,959
2027,535
2028,1014
3109,387
122,232
1079,1022
3037,66
2685,287
3040,75
2033,432
1086,489
2241,527
972,861
2039,105
2040,140
660,479
140,384
267,315
2044,141
142,335
2045,193
3054,975
3055,761
902,607
196,382
2048,138
147,33
2050,201
148,383
1098,340
2053,618
2953,1
1100,907
2596,402
1678,128
3068,334
2059,166
157,872
158,1114
1102,202
1103,339
914,493
2061,1002
342,65
3004,775
166,34
1107,296
3081,359
1070,651
172,505
1111,317
3085,691
1114,709
3087,355
181,1073
182,295
2072,1007
1117,291
1118,290
1127,191
3106,746
2079,401
2080,1009
3098,390
3091,798
191,892
2085,693
193,1058
1124,15
1283,770
197,752
200,801
201,974
3092,1074
203,960
3614,386
1224,937
204,514
2097,697
666,670
207,342
1133,16
1258,1026
2824,396
212,646
1140,17
1141,281
1142,18
3258,279
3118,614
2115,547
2842,21
835,61
2577,904
219,627
2763,481
222,645
1416,549
3124,1076
224,748
3126,560
2297,659
1153,144
228,749
2128,958
231,754
2130,552
3131,714
233,630
234,207
2765,604
1402,1061
2138,504
2139,601
2140,503
241,206
2141,1041
1159,377
2509,696
3424,982
3143,407
2147,695
1167,681
518,986
1476,562
250,753
3152,929
252,256
2153,706
1172,1035
1174,957
2156,716
1432,1032
2157,215
1179,617
1180,616
1698,429
1183,765
1188,884
2162,8
265,257
1192,871
3162,368
3163,103
615,500
3612,923
2170,526
1199,924
271,536
152,288
273,116
3629,787
2176,784
2093,938
276,118
679,660
1663,30
1927,226
3110,885
1670,124
282,553
2613,97
748,238
289,117
290,228
1218,9
2187,171
1220,113
2371,204
3107,650
3182,209
40,902
294,826
3185,147
3108,610
3187,487
2195,196
3189,494
2175,991
3192,146
2251,194
167,1075
3196,145
3035,156
3715,6
1239,154
830,79
3855,378
1242,254
2009,931
3865,155
831,319
2208,350
3205,496
2212,895
1131,294
3895,251
3207,1019
1252,309
3210,939
1773,821
3212,537
316,457
2218,5
1253,320
319,46
320,497
3819,189
3785,1006
3377,310
3219,803
2621,482
2629,819
3224,445
2228,99
3114,648
1265,245
2881,72
1266,244
2233,106
3787,306
2105,1005
1269,742
1270,470
331,970
332,440
3275,71
335,985
2240,822
3238,850
338,74
2243,63
3240,816
2627,252
2246,100
1278,344
3789,311
346,797
3243,448
1282,1057
1350,1011
3245,764
2253,95
350,577
1287,844
1778,297
2255,27
2256,13
354,579
355,799
1122,593
247,566
2259,385
2449,734
2247,901
2694,282
3153,522
1826,543
1304,817
1294,914
2376,570
2192,724
363,857
2200,190
1603,854
2267,32
3263,759
1791,247
367,423
1302,656
2272,161
1303,655
3528,366
2275,329
1036,678
2276,168
3272,26
3274,1051
2279,328
3276,792
3278,606
1309,833
3418,2
3295,622
1313,835
3170,92
421,218
1315,332
386,274
3286,24
390,336
3290,227
2366,365
3292,608
2295,410
396,893
1323,153
2299,1069
3296,180
2300,406
3297,1108
3298,978
2303,623
3300,491
1329,41
2437,136
1737,668
3663,264
980,1118
3283,1091
1337,1096
1338,43
1339,1053
3309,1034
3310,474
143,911
3312,611
415,114
3314,269
2508,115
1273,241
2315,84
1344,918
2517,69
2520,81
2319,82
420,1048
1349,47
422,143
2323,624
2324,625
424,1042
1354,450
2331,467
3329,454
1357,278
2333,96
1359,214
1317,917
434,673
1461,94
438,721
227,345
2339,771
1362,519
2533,712
3341,172
2344,177
2764,605
3009,739
3234,870
554,436
3345,381
1368,516
2348,573
446,1065
2351,38
2352,430
2355,568
1373,462
2291,411
3354,88
451,388
452,389
2360,575
3359,219
2362,170
215,747
1796,437
1381,211
3362,90
3363,86
3364,11
3049,592
1139,217
3367,720
463,198
3370,635
2798,275
1390,353
1391,692
597,544
469,175
1897,766
1392,508
1393,507
471,93
3379,587
2381,159
472,735
473,736
1397,710
475,91
479,731
3294,331
2892,1082
481,395
3388,312
966,351
1255,152
3391,1031
1401,953
2539,50
3133,1093
486,728
1406,700
3396,1028
2399,1004
2400,58
2401,246
3399,971
3400,1046
3401,1045
884,48
397,346
3137,983
493,1104
2407,55
3408,348
2408,56
1801,540
2410,54
3029,966
2412,843
2907,972
502,262
1802,583
3067,1064
1674,123
2417,237
3089,391
3417,717
1422,698
2257,827
2550,727
3425,427
1429,313
2637,523
3430,1037
3431,984
2428,672
2972,57
521,838
2431,1003
2189,35
3434,164
524,421
3254,1030
3438,162
3129,612
2190,195
530,591
2441,40
2477,210
534,839
3227,542
2493,352
307,1000
1285,486
3250,586
1449,788
2328,675
538,418
2451,777
1025,782
541,932
2453,212
1454,813
3453,468
544,927
545,926
546,832
3313,810
194,980
549,438
550,1017
2461,800
1336,44
487,400
3901,222
483,733
3463,216
2464,473
559,921
3467,466
1465,992
562,513
2470,1033
3471,330
565,512
1470,374
3654,110
3149,881
568,129
1447,564
1437,993
570,132
2419,615
2310,626
2317,1094
2480,780
1477,89
3059,87
2150,950
1471,732
2483,1060
3644,676
1485,987
73,834
1776,300
576,442
577,186
3489,111
3487,42
2490,1039
2491,969
2492,1056
3492,461
2986,475
2494,795
3604,760
2991,199
587,70
1564,45
488,889
3506,1111
640,848
2507,121
3510,266
1503,898
3511,465
3512,837
3104,561
599,416
255,962
579,417
601,812
3317,581
1510,563
1511,181
3518,756
2828,994
3520,757
1515,182
1518,184
3332,956
1520,185
608,571
419,685
1105,343
1523,565
3530,841
610,836
2529,713
1528,176
614,490
1529,59
3534,223
2688,286
2536,796
1532,1110
3668,772
3781,657
1536,197
2541,936
1003,815
3461,909
1539,174
3543,683
2347,307
3850,413
3661,268
3352,730
671,242
1542,422
2270,243
1513,578
2552,708
2073,51
381,273
626,1013
2971,576
2557,830
1850,173
11,631
629,1054
630,179
261,533
2997,1090
633,976
3560,981
2567,856
1679,434
2570,600
637,541
3562,1079
3563,484
1557,751
1558,272
639,446
3200,531
641,1055
642,824
3568,1085
1565,598
647,619
1043,638
1569,1105
1962,1084
1966,10
3574,338
2581,786
2558,913
3577,151
1573,1103
2584,1021
2585,620
321,304
2003,763
656,1024
1577,506
1578,1107
1579,1106
1580,1099
3344,435
3116,613
2506,548
3590,452
1582,7
3594,150
3595,367
3860,375
603,662
665,415
3598,873
2600,773
3056,280
3662,449
2602,299
3047,858
1594,674
1596,808
673,205
3608,954
675,663
676,133
1599,778
3611,875
1480,666
3670,316
3603,933
3613,876
3583,203
2617,1087
685,550
1608,469
3618,961
3619,729
690,361
2626,255
692,551
2249,952
2631,73
1379,137
2269,785
1617,774
3522,360
3625,1083
2639,250
2642,29
703,362
3449,404
1627,671
706,1071
1629,463
708,372
709,357
710,849
3630,1059
1633,460
711,358
3637,629
3639,628
713,379
836,80
717,686
1994,139
560,883
3645,928
505,1068
508,880
516,946
441,679
2178,1070
1641,125
532,965
2414,1089
1643,922
3651,267
3653,235
2675,302
2676,1062
728,253
2679,187
1652,364
1654,122
3519,265
731,636
3343,4
1657,120
732,60
734,680
2686,596
1664,126
2687,634
631,643
2566,652
2689,825
94,894
1667,68
649,641
2648,248
1343,455
2182,498
1673,119
683,597
809,67
3674,270
2698,1023
746,640
1060,811
747,869
1680,441
1037,231
1681,347
749,868
3683,318
1685,425
1686,424
2692,426
607,447
1688,409
753,874
533,840
2980,847
3655,109
758,240
759,239
3350,688
3698,572
2713,488
2658,910
762,528
1697,509
807,394
1522,483
1848,443
3705,148
1704,1092
2794,19
768,530
961,644
719,684
771,1008
2807,988
1120,305
3609,233
1710,230
776,559
3493,135
2722,779
3244,1086
3717,897
2724,942
2725,725
3421,705
780,221
1639,791
3817,188
3722,805
1374,878
3724,919
782,1067
3726,891
1157,12
2012,930
785,220
1788,439
1725,603
3755,768
2288,955
2738,944
1727,403
3736,804
1001,867
3739,1020
2292,412
1731,594
3741,925
2745,1052
741,906
1734,405
2749,947
89,1050
2896,877
798,866
3030,715
3033,886
1457,1095
2754,1044
2755,1043
1746,934
1747,1010
1748,719
3758,112
2447,520
3094,134
110,694
1703,743
2760,853
810,855
812,49
2762,900
1699,741
698,321
2667,292
1227,1049
3142,859
2768,669
819,76
1765,1115
3783,888
461,1078
3774,726
2776,1047
3776,690
3777,107
826,77
3538,820
1230,477
829,78
1771,862
3782,525
3014,879
832,323
833,677
2982,864
2968,485
653,989
1262,62
837,349
3788,534
2789,1015
1099,31
1780,793
842,963
1386,510
3793,492
3794,284
3797,53
1785,301
846,393
3800,654
848,431
3460,1027
622,920
3804,851
3806,472
3810,502
3813,1012
1695,428
2803,322
857,667
858,356
859,131
2521,964
1797,546
1798,545
860,945
2546,979
861,371
624,637
864,370
3824,723
232,1072
866,149
2814,325
868,949
1806,584
1807,1097
1236,408
872,664
2820,397
3834,585
3835,308
125,574
3588,333
878,973
879,940
3846,1112
2829,995
881,689
3756,602
3527,464
1824,951
3851,588
2836,996
2837,23
2379,967
1828,755
3864,590
886,941
3859,376
3551,653
1829,539
1600,658
2207,896
1620,682
1624,997
1851,444
1714,968
2854,999
1838,863
3869,647
779,556
2859,762
564,511
3480,557
1844,998
1845,52
1847,860
3875,829
910,740
763,529
2038,104
3845,229
2864,558
3880,828
2363,354
2782,303
917,83
2306,1098
3883,1029
2870,758
3762,908
718,64
3887,722
3888,915
922,1038
923,809
1718,1080
3380,701
3557,569
926,495
1300,1025
1866,1001
3896,589
937,225
1836,711
1769,1088
1869,1016
935,887
824,665
584,276
3905,916
2747,802
